The University of Tennessee Health Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Tennessee-Knoxville,"['INVALID: 404', 'https://herbert.utk.edu/directory']","['INVALID: 404', 'https://snr.utk.edu/people']","['INVALID: 500', 'https://bcmb.utk.edu/people']",,,,"['INVALID: 500', 'https://eeb.utk.edu/people']",,"['INVALID: 500', 'https://microbiology.utk.edu/people']","['INVALID: 500', 'https://bcmb.utk.edu/people']",,,,"['INVALID: 500', 'https://eecs.utk.edu/people']",['https://mabe.utk.edu/people'],['https://mabe.utk.edu/people'],"['INVALID: 500', 'https://cbe.utk.edu/people']",['https://cee.utk.edu/people'],"['INVALID: 500', 'https://eecs.utk.edu/people']",['https://ise.utk.edu/people'],['https://mse.utk.edu/people'],['https://mabe.utk.edu/people'],"['INVALID: 500', 'https://eps.utk.edu/people']","['INVALID: 500', 'https://geography.utk.edu/people']","['INVALID: 404', 'https://nursing.utk.edu/directory']",,['https://publichealth.utk.edu/people'],,"['INVALID: 500', 'https://math.utk.edu/people']","['INVALID: 404', 'https://haslam.utk.edu/ba-stat/faculty-staff']","['INVALID: 500', 'https://www.phys.utk.edu/people']","['INVALID: 500', 'https://chem.utk.edu/people']","['INVALID: 500', 'https://www.phys.utk.edu/people']","['INVALID: 500', 'https://psychology.utk.edu/people']",['https://epc.utk.edu/people'],"['INVALID: 500', 'https://psychology.utk.edu/people']","['INVALID: 500', 'https://anthropology.utk.edu/people']","['INVALID: 500', 'https://economics.utk.edu/people']","['INVALID: 500', 'https://polisci.utk.edu/people']","['INVALID: 404', 'https://baker.utk.edu/directory']","['INVALID: 500', 'https://sociology.utk.edu/people']","['INVALID: 404', 'https://haslam.utk.edu/directory']",['https://elps.utk.edu/people'],['https://epc.utk.edu/people'],['https://tpte.utk.edu/people'],['https://krss.utk.edu/people'],"['INVALID: 500', 'https://english.utk.edu/people']","['INVALID: 500', 'https://wlc.utk.edu/people']","['INVALID: 500', 'https://history.utk.edu/people']","['INVALID: 500', 'https://philosophy.utk.edu/people']","['INVALID: 404', 'https://music.utk.edu/people']","['INVALID: 404', 'https://cmst.utk.edu/people']","['INVALID: 404', 'https://csw.utk.edu/people']"
The University of Texas at Arlington,,"['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/science/departments/earth-and-environmental-sciences/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/science/departments/chemistry-and-biochemistry/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/science/departments/biology/people/faculty']",,,,,,,,,,"['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/engineering/departments/computer-science-and-engineering/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/engineering/departments/mechanical-and-aerospace-engineering/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/engineering/departments/bioengineering/faculty']",,"['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/engineering/departments/civil-engineering/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/engineering/departments/electrical-engineering/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/engineering/departments/industrial-manufacturing-systems-engineering/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/engineering/departments/materials-science-and-engineering/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/engineering/departments/mechanical-and-aerospace-engineering/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/science/departments/earth-and-environmental-sciences/people/faculty']",,"['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/nursing/people/faculty']",,,,"['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/science/departments/mathematics/people/faculty']",,,"['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/science/departments/chemistry-and-biochemistry/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/science/departments/physics/people/faculty']",,,"['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/science/departments/psychology/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/sociology-and-anthropology/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/business/departments/economics/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/political-science/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/cappa/departments/public-affairs-and-planning/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/sociology-and-anthropology/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/business/directory']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/education/departments/educational-leadership-and-policy-studies/people/faculty']",,"['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/education/departments/curriculum-and-instruction/people/faculty']",,"['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/english/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/modern-languages/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/history/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/philosophy-and-humanities/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/music/people/faculty', 'INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/theatre-arts/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/liberal-arts/departments/communication/people/faculty']","['INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/social-work/people/faculty', 'INVALID: 404', 'https://www.uta.edu/academics/schools-colleges/cappa/departments/public-affairs-and-planning/people/faculty']"
The University of Texas at Austin,,"['INVALID: 404', 'https://liberalarts.utexas.edu/geography-environment/faculty']","['INVALID: 404', 'https://molecularbiosci.utexas.edu/people/faculty', 'INVALID: 500', 'https://biophysics.utexas.edu/faculty']","['INVALID: 404', 'https://molecularbiosci.utexas.edu/people/faculty', 'INVALID: 404', 'https://integrativebio.utexas.edu/people/faculty']","['INVALID: 500', 'https://ccbb.utexas.edu/people', 'INVALID: 404', 'https://stat.utexas.edu/people/faculty']","['INVALID: 500', 'https://cmb.utexas.edu/people/faculty']","['INVALID: 404', 'https://integrativebio.utexas.edu/people/faculty', 'INVALID: 404', 'https://dellmed.utexas.edu/units/population-health/directory']","['INVALID: 404', 'https://molecularbiosci.utexas.edu/people/faculty']","['INVALID: 500', 'https://microbiology.utexas.edu/people/faculty']","['INVALID: 404', 'https://molecularbiosci.utexas.edu/people/faculty']","['INVALID: 404', 'https://neuroscience.utexas.edu/people/faculty']","['INVALID: 404', 'https://pharmacy.utexas.edu/divisions/pharmacology-toxicology/faculty']","['INVALID: 404', 'https://dellmed.utexas.edu/department/oncology/directory']","['INVALID: 404', 'https://www.cs.utexas.edu/people/faculty']",['https://www.ae.utexas.edu/people/faculty'],['https://www.bme.utexas.edu/people/faculty'],"['https://www.che.utexas.edu/people/faculty', 'INVALID: 500', 'https://www.pge.utexas.edu/people/faculty']",['https://www.caee.utexas.edu/people/faculty'],['https://www.ece.utexas.edu/people/faculty'],"['INVALID: 404', 'https://www.orie.utexas.edu/people/faculty']","['INVALID: 404', 'https://tmi.utexas.edu/people/faculty']",['https://www.me.utexas.edu/people/faculty'],"['INVALID: 404', 'https://www.jsg.utexas.edu/eps/faculty']","['INVALID: 404', 'https://utmsi.utexas.edu/people/faculty']","['INVALID: 404', 'https://nursing.utexas.edu/directory/faculty']","['INVALID: 404', 'https://pharmacy.utexas.edu/directory/faculty']","['INVALID: 404', 'https://dellmed.utexas.edu/units/population-health/directory']",['https://www.oden.utexas.edu/people'],"['INVALID: 404', 'https://www.ma.utexas.edu/directory/faculty']","['INVALID: 404', 'https://stat.utexas.edu/people/faculty']","['INVALID: 404', 'https://astronomy.utexas.edu/people/faculty']","['INVALID: 404', 'https://cm.utexas.edu/faculty']","['INVALID: 404', 'https://www.ph.utexas.edu/directory/faculty']","['INVALID: 404', 'https://liberalarts.utexas.edu/psychology/faculty']",['https://education.utexas.edu/departments/educational-psychology/faculty'],"['INVALID: 404', 'https://liberalarts.utexas.edu/psychology/faculty']","['INVALID: 404', 'https://liberalarts.utexas.edu/anthropology/faculty']","['INVALID: 404', 'https://liberalarts.utexas.edu/economics/faculty']","['INVALID: 404', 'https://liberalarts.utexas.edu/government/faculty']","['INVALID: 404', 'https://lbj.utexas.edu/people/faculty']",['https://liberalarts.utexas.edu/sociology/faculty'],['https://www.mccombs.utexas.edu/faculty-and-research/faculty-directory'],['https://education.utexas.edu/departments/educational-leadership-policy/faculty'],['https://education.utexas.edu/departments/educational-psychology/faculty'],['https://education.utexas.edu/departments/curriculum-instruction/faculty'],['https://education.utexas.edu/departments/special-education/faculty'],['https://liberalarts.utexas.edu/english/faculty'],"['INVALID: 404', 'https://liberalarts.utexas.edu/spanish-portuguese/faculty', 'INVALID: 404', 'https://liberalarts.utexas.edu/french-italian/faculty']",['https://liberalarts.utexas.edu/history/faculty'],"['https://liberalarts.utexas.edu/philosophy/faculty', 'INVALID: 404', 'https://liberalarts.utexas.edu/rs/faculty']","['INVALID: 404', 'https://music.utexas.edu/people/faculty', 'INVALID: 404', 'https://theatredance.utexas.edu/people/faculty']","['INVALID: 404', 'https://moody.utexas.edu/people/faculty']","['INVALID: 404', 'https://socialwork.utexas.edu/directory/faculty']"
The University of Texas at Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Texas at El Paso,,,['https://www.utep.edu/science/chemistry/people/index.html'],"['INVALID: 403', 'https://www.utep.edu/science/biology/people/index.html']",,"['INVALID: 403', 'https://www.utep.edu/science/biology/people/index.html']","['INVALID: 403', 'https://www.utep.edu/science/biology/people/index.html', 'INVALID: 404', 'https://www.utep.edu/chs/public-health-sciences/people/faculty.html']","['INVALID: 403', 'https://www.utep.edu/science/biology/people/index.html']","['INVALID: 403', 'https://www.utep.edu/science/biology/people/index.html']","['INVALID: 403', 'https://www.utep.edu/science/biology/people/index.html']","['INVALID: 403', 'https://www.utep.edu/science/biology/people/index.html', 'INVALID: 404', 'https://www.utep.edu/liberalarts/psychology/people/faculty.html']",['https://www.utep.edu/pharmacy/people/faculty.html'],"['INVALID: 403', 'https://www.utep.edu/science/biology/people/index.html']",['https://www.utep.edu/cs/people/index.html'],,"['INVALID: 404', 'https://www.utep.edu/engineering/mme/people/index.html']",,"['INVALID: 403', 'https://www.utep.edu/engineering/civil/people/index.html']","['INVALID: 403', 'https://www.utep.edu/engineering/ece/people/index.html']","['INVALID: 403', 'https://www.utep.edu/engineering/imse/people/index.html']","['INVALID: 404', 'https://www.utep.edu/engineering/mme/people/index.html']","['INVALID: 403', 'https://www.utep.edu/engineering/mechanical/people/index.html']","['INVALID: 403', 'https://www.utep.edu/science/geology/people/index.html']",,"['INVALID: 404', 'https://www.utep.edu/nursing/people/faculty.html']",['https://www.utep.edu/pharmacy/people/faculty.html'],"['INVALID: 404', 'https://www.utep.edu/chs/public-health-sciences/people/faculty.html']",['https://www.utep.edu/science/math/people/index.html'],['https://www.utep.edu/science/math/people/index.html'],['https://www.utep.edu/science/math/people/index.html'],"['INVALID: 403', 'https://www.utep.edu/science/physics/people/index.html']",['https://www.utep.edu/science/chemistry/people/index.html'],"['INVALID: 403', 'https://www.utep.edu/science/physics/people/index.html']","['INVALID: 404', 'https://www.utep.edu/liberalarts/psychology/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/education/epss/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/liberalarts/psychology/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/liberalarts/sociology-anthropology/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/business/economics-and-finance/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/liberalarts/political-science-and-public-administration/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/liberalarts/political-science-and-public-administration/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/liberalarts/sociology-anthropology/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/business/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/education/elaf/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/education/epss/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/education/ted/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/education/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/liberalarts/english/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/liberalarts/languages-and-linguistics/people/faculty.html']",['https://www.utep.edu/liberalarts/history/people/faculty.html'],"['INVALID: 404', 'https://www.utep.edu/liberalarts/philosophy/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/liberalarts/music/people/faculty.html', 'https://www.utep.edu/liberalarts/theatre-dance/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/liberalarts/communication/people/faculty.html']","['INVALID: 404', 'https://www.utep.edu/liberalarts/political-science-and-public-administration/people/faculty.html', 'INVALID: 404', 'https://www.utep.edu/chs/sw/people/faculty.html']"
The University of Texas at San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Texas Health Science Center at Houston,,,['https://med.uth.edu/bmb/faculty/'],['https://gsbs.uth.edu/faculty/'],"['INVALID: 404', 'https://sbmi.uth.edu/faculty-and-staff/faculty/', 'INVALID: 404', 'https://sph.uth.edu/directory/faculty/']",['https://med.uth.edu/nba/faculty/'],"['INVALID: 404', 'https://sph.uth.edu/directory/faculty/']","['INVALID: 404', 'https://sph.uth.edu/directory/faculty/']",['https://med.uth.edu/mmg/faculty/'],['https://med.uth.edu/bmb/faculty/'],['https://med.uth.edu/nba/faculty/'],['https://med.uth.edu/ibp/faculty/'],"['https://med.uth.edu/ibp/faculty/', 'https://med.uth.edu/pathology/faculty/']",,,,,,,,,,,,"['INVALID: 404', 'https://nursing.uth.edu/faculty/']",,"['INVALID: 404', 'https://sph.uth.edu/directory/faculty/']",,,"['INVALID: 404', 'https://sph.uth.edu/directory/faculty/']",,,,,,,,,,,,,,,,,,,,,,,
The University of Texas Health Science Center at San Antonio,,,['https://lsom.uthscsa.edu/biochemistry/faculty/'],['https://www.uthscsa.edu/academics/biomedical-sciences/faculty'],"['INVALID: 404', 'https://lsom.uthscsa.edu/phs/faculty/']","['INVALID: 404', 'https://lsom.uthscsa.edu/csa/faculty/']","['INVALID: 404', 'https://lsom.uthscsa.edu/phs/faculty/']",['https://gccri.uthscsa.edu/faculty'],['https://lsom.uthscsa.edu/mimg/faculty/'],"['https://lsom.uthscsa.edu/biochemistry/faculty/', 'https://lsom.uthscsa.edu/mimg/faculty/']","['INVALID: 404', 'https://lsom.uthscsa.edu/neurology/faculty/']",['https://lsom.uthscsa.edu/pharmacology/faculty/'],"['https://lsom.uthscsa.edu/physiology/faculty/', 'https://lsom.uthscsa.edu/pathology/faculty/', 'https://gccri.uthscsa.edu/faculty']",,,,,,,,,,,,['https://www.uthscsa.edu/academics/nursing/faculty'],,"['INVALID: 404', 'https://lsom.uthscsa.edu/phs/faculty/']",,,"['INVALID: 404', 'https://lsom.uthscsa.edu/phs/faculty/']",,,,['https://lsom.uthscsa.edu/psychiatry/faculty/'],,,,,,,"['INVALID: 404', 'https://lsom.uthscsa.edu/phs/faculty/']",,,,,,,,,,,,
Tufts University,,"['INVALID: 404', 'https://as.tufts.edu/earthclimate/people']",,['https://as.tufts.edu/biology/people'],,,"['https://as.tufts.edu/biology/people', 'INVALID: 404', 'https://publichealth.tufts.edu/people']",,,,['https://medicine.tufts.edu/departments/basic-science/neuroscience'],,,['https://www.cs.tufts.edu/people'],,['https://engineering.tufts.edu/bme/people'],['https://engineering.tufts.edu/chbe/people'],['https://engineering.tufts.edu/cee/people'],['https://engineering.tufts.edu/ece/people'],,,['https://engineering.tufts.edu/me/people'],"['INVALID: 404', 'https://as.tufts.edu/earthclimate/people']","['INVALID: 404', 'https://as.tufts.edu/earthclimate/people']",,,"['INVALID: 404', 'https://publichealth.tufts.edu/people']",,"['INVALID: 404', 'https://as.tufts.edu/math/people']",,"['INVALID: 404', 'https://as.tufts.edu/physics-astronomy/people']","['INVALID: 500', 'https://as.tufts.edu/chemistry/people']","['INVALID: 404', 'https://as.tufts.edu/physics-astronomy/people']",,"['https://as.tufts.edu/education/people', 'INVALID: 404', 'https://as.tufts.edu/child-study-human-development/people']",['https://as.tufts.edu/psychology/people'],['https://as.tufts.edu/anthropology/people'],['https://as.tufts.edu/economics/people'],"['INVALID: 404', 'https://as.tufts.edu/political-science/people']",['https://as.tufts.edu/uep/people'],['https://as.tufts.edu/sociology/people'],['https://gordon.tufts.edu/about/people'],['https://as.tufts.edu/education/people'],['https://as.tufts.edu/education/people'],['https://as.tufts.edu/education/people'],['https://as.tufts.edu/education/people'],['https://as.tufts.edu/english/people'],"['https://as.tufts.edu/ilcs/people', 'INVALID: 404', 'https://as.tufts.edu/romance-studies/people']",['https://as.tufts.edu/history/people'],"['https://as.tufts.edu/philosophy/people', 'https://as.tufts.edu/religion/people']","['https://as.tufts.edu/music/people', 'INVALID: 404', 'https://as.tufts.edu/theatre-dance-performance-studies/people']",,"['https://as.tufts.edu/uep/people', 'INVALID: 404', 'https://tischcollege.tufts.edu/people']"
Tulane University of Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University at Albany,,,"['https://www.albany.edu/chemistry/faculty', 'INVALID: 404', 'https://www.albany.edu/biology/faculty']","['INVALID: 404', 'https://www.albany.edu/biology/faculty', 'INVALID: 404', 'https://www.albany.edu/sph/biomedical-sciences/faculty']","['INVALID: 404', 'https://www.albany.edu/sph/epidemiology-biostatistics/faculty']","['INVALID: 404', 'https://www.albany.edu/biology/faculty']","['INVALID: 404', 'https://www.albany.edu/biology/faculty', 'INVALID: 404', 'https://www.albany.edu/sph/epidemiology-biostatistics/faculty']","['INVALID: 404', 'https://www.albany.edu/biology/faculty', 'INVALID: 404', 'https://www.albany.edu/sph/biomedical-sciences/faculty']","['INVALID: 404', 'https://www.albany.edu/sph/biomedical-sciences/faculty']","['INVALID: 404', 'https://www.albany.edu/biology/faculty']","['https://www.albany.edu/psychology/faculty', 'INVALID: 404', 'https://www.albany.edu/biology/faculty']","['INVALID: 404', 'https://www.albany.edu/sph/environmental-health-sciences/faculty']","['INVALID: 404', 'https://www.albany.edu/sph/biomedical-sciences/faculty']","['INVALID: 404', 'https://www.albany.edu/computer-science/faculty']",,,,"['INVALID: 404', 'https://www.albany.edu/ese/faculty']","['INVALID: 404', 'https://www.albany.edu/ece/faculty']",,,,,['https://www.albany.edu/daes/faculty'],,,"['INVALID: 403', 'https://www.albany.edu/sph/faculty']","['INVALID: 404', 'https://www.albany.edu/mathematics-statistics/faculty']","['INVALID: 404', 'https://www.albany.edu/mathematics-statistics/faculty']","['INVALID: 404', 'https://www.albany.edu/mathematics-statistics/faculty']",,['https://www.albany.edu/chemistry/faculty'],['https://www.albany.edu/physics/faculty'],['https://www.albany.edu/psychology/faculty'],"['INVALID: 404', 'https://www.albany.edu/education/educational-counseling-psychology/faculty']",['https://www.albany.edu/psychology/faculty'],['https://www.albany.edu/anthropology/faculty'],['https://www.albany.edu/economics/faculty'],"['INVALID: 404', 'https://www.albany.edu/rockefeller/political-science']","['INVALID: 404', 'https://www.albany.edu/rockefeller/public-administration-policy']",['https://www.albany.edu/sociology/faculty'],"['INVALID: 404', 'https://www.albany.edu/business/faculty']","['INVALID: 404', 'https://www.albany.edu/education/educational-policy-leadership/faculty']","['INVALID: 404', 'https://www.albany.edu/education/educational-theory-practice/faculty']","['INVALID: 404', 'https://www.albany.edu/education/educational-theory-practice/faculty']","['INVALID: 404', 'https://www.albany.edu/education/literacy-teaching-learning/faculty']","['INVALID: 404', 'https://www.albany.edu/english/faculty']",['https://www.albany.edu/llc/faculty'],"['INVALID: 404', 'https://www.albany.edu/history/faculty']",['https://www.albany.edu/philosophy/faculty'],"['INVALID: 404', 'https://www.albany.edu/music/faculty', 'INVALID: 404', 'https://www.albany.edu/theatre/faculty']","['INVALID: 404', 'https://www.albany.edu/communication/faculty']","['INVALID: 404', 'https://www.albany.edu/ssw/faculty']"
University at Buffalo,,['https://arts-sciences.buffalo.edu/environment-sustainability/faculty.html'],"['https://medicine.buffalo.edu/departments/biochemistry/faculty.html', 'INVALID: 404', 'https://medicine.buffalo.edu/departments/physiology-and-biophysics/faculty.html']",['https://arts-sciences.buffalo.edu/biological-sciences/faculty.html'],"['https://medicine.buffalo.edu/departments/biomedical-informatics/faculty.html', 'https://publichealth.buffalo.edu/biostatistics/faculty-and-staff.html']","['INVALID: 404', 'https://medicine.buffalo.edu/departments/pathology-anatomical-sciences/faculty.html', 'https://arts-sciences.buffalo.edu/biological-sciences/faculty.html']","['https://arts-sciences.buffalo.edu/biological-sciences/faculty.html', 'https://publichealth.buffalo.edu/epidemiology-and-environmental-health/faculty-and-staff.html']","['https://arts-sciences.buffalo.edu/biological-sciences/faculty.html', 'https://medicine.buffalo.edu/departments/biochemistry/faculty.html']","['INVALID: 404', 'https://medicine.buffalo.edu/departments/microbiology-immunology/faculty.html']",['https://medicine.buffalo.edu/departments/biochemistry/faculty.html'],"['INVALID: 404', 'https://medicine.buffalo.edu/departments/neuroscience/faculty.html']","['INVALID: 404', 'https://medicine.buffalo.edu/departments/pharmacology-toxicology/faculty.html']","['INVALID: 404', 'https://medicine.buffalo.edu/departments/physiology-and-biophysics/faculty.html', 'INVALID: 404', 'https://medicine.buffalo.edu/departments/pathology-anatomical-sciences/faculty.html']",['https://engineering.buffalo.edu/computer-science-engineering/people/faculty-directory.html'],"['INVALID: 404', 'https://engineering.buffalo.edu/mechanical-aerospace-engineering/people/faculty-directory.html']","['INVALID: 404', 'https://engineering.buffalo.edu/biomedical-engineering/people/faculty-directory.html']","['INVALID: 404', 'https://engineering.buffalo.edu/chemical-biological-engineering/people/faculty-directory.html']","['INVALID: 404', 'https://engineering.buffalo.edu/civil-structural-environmental-engineering/people/faculty-directory.html']","['INVALID: 404', 'https://engineering.buffalo.edu/electrical-engineering/people/faculty-directory.html', 'https://engineering.buffalo.edu/computer-science-engineering/people/faculty-directory.html']","['INVALID: 404', 'https://engineering.buffalo.edu/industrial-systems-engineering/people/faculty-directory.html']","['INVALID: 404', 'https://engineering.buffalo.edu/materials-design-innovation/people/faculty-directory.html']","['INVALID: 404', 'https://engineering.buffalo.edu/mechanical-aerospace-engineering/people/faculty-directory.html']","['INVALID: 404', 'https://arts-sciences.buffalo.edu/geology/faculty.html']",,"['INVALID: 404', 'https://nursing.buffalo.edu/faculty-and-staff.html']","['INVALID: 404', 'https://pharmacy.buffalo.edu/departments/pharmaceutical-sciences/faculty-and-staff.html']","['INVALID: 404', 'https://publichealth.buffalo.edu/home/faculty-and-staff.html']","['INVALID: 404', 'https://arts-sciences.buffalo.edu/mathematics/faculty.html']","['INVALID: 404', 'https://arts-sciences.buffalo.edu/mathematics/faculty.html']",['https://publichealth.buffalo.edu/biostatistics/faculty-and-staff.html'],,['https://arts-sciences.buffalo.edu/chemistry/faculty.html'],['https://arts-sciences.buffalo.edu/physics/faculty.html'],['https://arts-sciences.buffalo.edu/psychology/faculty.html'],"['INVALID: 404', 'https://ed.buffalo.edu/counseling/faculty.html']",['https://arts-sciences.buffalo.edu/psychology/faculty.html'],"['INVALID: 404', 'https://arts-sciences.buffalo.edu/anthropology/faculty.html']",['https://arts-sciences.buffalo.edu/economics/faculty.html'],['https://arts-sciences.buffalo.edu/political-science/faculty.html'],,"['INVALID: 404', 'https://arts-sciences.buffalo.edu/sociology/faculty.html']","['INVALID: 404', 'https://management.buffalo.edu/faculty-and-research/faculty-directory.html']","['INVALID: 404', 'https://ed.buffalo.edu/leadership/faculty.html']","['INVALID: 404', 'https://ed.buffalo.edu/learning/faculty.html']","['INVALID: 404', 'https://ed.buffalo.edu/learning/faculty.html']","['INVALID: 404', 'https://ed.buffalo.edu/information/faculty.html']","['INVALID: 404', 'https://arts-sciences.buffalo.edu/english/faculty.html']","['INVALID: 404', 'https://arts-sciences.buffalo.edu/romance-languages-and-literatures/faculty.html', 'https://arts-sciences.buffalo.edu/classics/faculty.html', 'https://arts-sciences.buffalo.edu/linguistics/faculty.html']",['https://arts-sciences.buffalo.edu/history/faculty.html'],"['INVALID: 404', 'https://arts-sciences.buffalo.edu/philosophy/faculty.html', 'https://arts-sciences.buffalo.edu/jewish-thought/faculty.html']","['https://arts-sciences.buffalo.edu/music/faculty.html', 'https://arts-sciences.buffalo.edu/theatre-dance/faculty.html']","['INVALID: 404', 'https://arts-sciences.buffalo.edu/communication/faculty.html']","['INVALID: 404', 'https://socialwork.buffalo.edu/faculty-and-staff.html']"
University of Alabama at Birmingham,,,['https://www.uab.edu/medicine/bmg/faculty'],['https://www.uab.edu/cas/biology/people/faculty'],['https://www.uab.edu/soph/biostatistics/people/faculty'],['https://www.uab.edu/medicine/cdib/faculty'],['https://www.uab.edu/cas/biology/people/faculty'],['https://www.uab.edu/medicine/genetics/faculty'],['https://www.uab.edu/medicine/microbiology/faculty'],['https://www.uab.edu/cas/biology/people/faculty'],['https://www.uab.edu/medicine/neurobiology/faculty'],['https://www.uab.edu/medicine/pharmacology/faculty'],['https://www.uab.edu/medicine/pathology/faculty'],"['INVALID: 404', 'https://www.uab.edu/cas/computerscience/people/faculty']",,['https://www.uab.edu/engineering/bme/people/faculty'],,['https://www.uab.edu/engineering/civil/people/faculty'],['https://www.uab.edu/engineering/ece/people/faculty'],['https://www.uab.edu/engineering/ise/people/faculty'],['https://www.uab.edu/engineering/mse/people/faculty'],['https://www.uab.edu/engineering/mme/people/faculty'],,,['https://www.uab.edu/nursing/home/directory'],,"['INVALID: 404', 'https://www.uab.edu/soph/home/people/directory']",,"['INVALID: 404', 'https://www.uab.edu/cas/mathematics/people/faculty']",,,['https://www.uab.edu/cas/chemistry/people/faculty'],['https://www.uab.edu/cas/physics/people/faculty'],['https://www.uab.edu/cas/psychology/people/faculty'],,['https://www.uab.edu/cas/psychology/people/faculty'],"['INVALID: 404', 'https://www.uab.edu/cas/anthropology/people/faculty']",,['https://www.uab.edu/cas/pspa/people/faculty'],['https://www.uab.edu/cas/pspa/people/faculty'],['https://www.uab.edu/cas/sociology/people/faculty'],"['INVALID: 404', 'https://www.uab.edu/business/home/directory']",,,,,['https://www.uab.edu/cas/english/people/faculty'],"['INVALID: 404', 'https://www.uab.edu/cas/languages/people/faculty']",['https://www.uab.edu/cas/history/people/faculty'],['https://www.uab.edu/cas/philosophy/people/faculty'],"['INVALID: 404', 'https://www.uab.edu/cas/music/people/faculty']",['https://www.uab.edu/cas/communication/people/faculty'],"['INVALID: 404', 'https://www.uab.edu/cas/socialwork/people/faculty']"
